Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-5,5047,Victoria Ward,MAE,Female,4,Team 9
G-5,1246,Yue Zhang,SSS,Female,04.07,Team 9
G-5,2801,Dorian Wu,SPMS,Male,4.22,Team 9
G-5,5755,Katherine Lim,CCDS,Female,3.88,Team 10
G-5,2309,Dmitri Andreev,EEE,Male,04.03,Team 10
G-5,5732,Michelle Kwan,SSS,Female,4.18,Team 10
G-5,1784,Nadia Chai,CCEB,Female,04.03,Team 10
G-5,5658,Nisha Tan,CoB (NBS),Female,4.21,Team 10
G-50,4918,Emma Brown,NIE,Female,04.02,Team 1
G-50,3526,Levi Tan,CCDS,Male,3.92,Team 1
G-50,5718,Jonathan Ramirez,CoB (NBS),Male,4.18,Team 1
G-50,928,Arjun Bansal,EEE,Male,4.17,Team 1
G-50,1113,Sophia Zhang,SoH,Female,4.19,Team 1
G-50,5108,Gavin Adams,EEE,Male,04.01,Team 2
G-50,5899,Kirti Sharma,CoB (NBS),Female,04.02,Team 2
G-50,1150,Qori Cahyani,CCEB,Female,4.15,Team 2
G-50,3324,Nikhil Bansal,SoH,Male,4.17,Team 2
G-50,2933,Syed Faris Bin Ali,ADM,Male,4.3,Team 2
G-50,2207,Liam Johnson,NIE,Male,4.14,Team 3
G-50,1679,Freya Murphy,EEE,Female,04.02,Team 3
G-50,2959,Gavin Wright,CCDS,Male,04.04,Team 3
G-50,5382,Arun Nair,LKCMedicine,Male,4.16,Team 3
G-50,2869,Natasha Singh,CCEB,Female,4.2,Team 3
G-50,2827,Santhosh Menon,CEE,Male,4,Team 4
G-50,5682,Leo Chan,EEE,Male,04.04,Team 4
G-50,1306,Amy Yeo,SSS,Female,3.85,Team 4
G-50,2576,Tanisha Reddy,NIE,Female,04.01,Team 4
G-50,1783,Ciara Lim,CCDS,Female,4.79,Team 4
G-50,1998,Owen Wang,CCDS,Male,4.12,Team 5
G-50,1331,Siti Khadijah,MSE,Female,04.01,Team 5
G-50,2657,Widi Hardiyanto,SoH,Male,04.05,Team 5
G-50,1513,Haibin Zhao,CEE,Male,04.06,Team 5
G-50,4833,Ayu Dwi,EEE,Female,4.3,Team 5
G-50,1522,Lana Garcia,CoB (NBS),Female,4.14,Team 6
G-50,4298,Cheng Yi,SoH,Male,4.12,Team 6
G-50,3210,Hannah Jenkins,SSS,Female,04.02,Team 6
G-50,1990,Peter Lee,EEE,Male,4.11,Team 6
G-50,4312,Daryl Lee,CCDS,Male,4.17,Team 6
G-50,3790,Sophia Liu,CCDS,Female,4,Team 7
G-50,3979,Deepti Sharma,LKCMedicine,Female,04.05,Team 7
G-50,3310,Derek Lee,SoH,Male,4.12,Team 7
G-50,3815,Hafiz Bin Abdul,EEE,Male,4.2,Team 7
G-50,1092,Kiran Reddy,WKW SCI,Male,4.19,Team 7
G-50,5688,Fatimah Binti Ahmad,SoH,Female,3.75,Team 8
G-50,2683,Karan Nair,CEE,Male,4.17,Team 8
G-50,562,Hua Ling,CCDS,Female,04.09,Team 8
G-50,2882,Zhen Zhou,CoB (NBS),Male,4.15,Team 8
G-50,1864,Nolan Reyes,SSS,Male,4.16,Team 8
G-50,1826,Wiley Huang,CEE,Male,04.05,Team 9
G-50,871,Layla Baker,SSS,Female,4,Team 9
G-50,398,Asad Malik,EEE,Male,4.11,Team 9
G-50,1323,May Li,CCDS,Female,4.15,Team 9
G-50,186,Rhea Nair,SoH,Female,4.19,Team 9
G-50,53,Bria Ong,MAE,Female,4.14,Team 10
G-50,1503,Benjamin White,EEE,Male,04.06,Team 10
G-50,5526,Anjali Verma,CEE,Female,4.14,Team 10
G-50,2957,Bingwen,CCDS,Female,04.05,Team 10
G-50,1966,Jay Lim,CCEB,Male,4.21,Team 10
G-51,860,Bella Evans,CCEB,Female,4.19,Team 1
G-51,804,Min Xu,EEE,Female,4.12,Team 1
G-51,2178,Samuel Ng,CCDS,Male,04.04,Team 1
G-51,2458,Emilia Tan,MAE,Female,4.18,Team 1
G-51,2457,Arvind Menon,CoB (NBS),Male,3.95,Team 1
G-51,1142,Saad Khan,MAE,Male,4,Team 2
G-51,2245,Olivia Harris,ASE,Female,04.02,Team 2
G-51,2968,Jasmine Tan,SSS,Female,04.06,Team 2
G-51,2190,Gavin Harris,EEE,Male,4.15,Team 2
G-51,1068,Gina Alvarado,CCEB,Female,4.19,Team 2
G-51,3034,Ivan Novikov,CoB (NBS),Male,4,Team 3
G-51,5492,Shazia Ahmed,CCEB,Female,04.03,Team 3
G-51,4715,Jett Li,SSS,Male,3.87,Team 3
G-51,5357,Sneha Menon,EEE,Female,4.15,Team 3
G-51,2198,Yongqiang,SoH,Female,4.73,Team 3
G-51,3878,Amelia Martin,CCEB,Female,3.86,Team 4
G-51,479,Dustin Yang,CoE,Male,04.01,Team 4
G-51,5433,Victor Liu,EEE,Male,4.52,Team 4
G-51,228,Kenzie Tsai,SSS,Female,3.89,Team 4
G-51,1798,Kim Lee,CEE,Female,4.14,Team 4
G-51,2993,Ming Yi Tan,SoH,Female,4,Team 5
G-51,5836,Prakash Menon,EEE,Male,3.96,Team 5
G-51,2197,Serena Liu,CoB (NBS),Female,04.09,Team 5
G-51,61,Heath Cruz,EEE,Male,4.18,Team 5
G-51,4663,Vera Chen,CCEB,Female,4.19,Team 5
G-51,3017,Jaxon Thomas,CEE,Male,04.04,Team 6
G-51,2199,Neha Mehta,CoB (NBS),Female,4.1,Team 6
G-51,4768,Omer Hussain,EEE,Male,4.11,Team 6
G-51,4632,Rina Binti Khairul,CCDS,Female,04.05,Team 6
G-51,5318,Sanya Rao,CCEB,Female,04.01,Team 6
G-51,5785,Syed Muneer Bin Shah,CEE,Male,4.15,Team 7
G-51,230,Tania Tan,SBS,Female,4.2,Team 7
G-51,3420,Krisha Malhotra,SSS,Female,04.03,Team 7
G-51,3952,Siti Hawa,EEE,Male,04.04,Team 7
G-51,912,Nida Bukhari,CoB (NBS),Female,04.01,Team 7
G-51,1390,Duncan Lee,CoB (NBS),Male,4,Team 8
G-51,2318,Nusrat Bukhari,MSE,Female,4.22,Team 8
G-51,4670,Asim Hussain,EEE,Male,3.96,Team 8
G-51,3770,Daphne Kwan,SoH,Female,4.15,Team 8
G-51,855,Zoe Tan,WKW SCI,Female,4.19,Team 8
G-51,4899,Esther Tan,CoB (NBS),Female,4.12,Team 9
G-51,8,Emily Turner,CCEB,Female,04.08,Team 9
G-51,2820,Lila Allen,CCDS,Female,04.04,Team 9
G-51,534,Leo Sanders,CoE,Male,4.2,Team 9
G-51,5589,Gabriel Navarro,EEE,Male,4.14,Team 9
G-51,4107,Annie Goh,ADM,Female,4,Team 10
G-51,5237,Wendy Chan,MSE,Female,04.01,Team 10
G-51,2895,Kara Liu,CCEB,Female,4.11,Team 10
G-51,3308,Zach Chan,SoH,Male,4.15,Team 10
G-51,2773,Eli Barnes,EEE,Male,4.52,Team 10
G-52,3075,Samantha Brown,CCEB,Female,4,Team 1
G-52,247,Carlos Martinez,ASE,Male,04.09,Team 1
G-52,5072,Nina Li,MAE,Female,3.91,Team 1
G-52,3144,Zhi Yi Ng,CoE,Male,4.15,Team 1
G-52,2607,Amelia Garcia,SBS,Female,4.15,Team 1
G-52,2133,Leela Menon,SSS,Female,04.03,Team 2
G-52,3737,Niharika Roy,ASE,Female,4.12,Team 2
G-52,4252,Arjun Choudhury,SBS,Male,3.95,Team 2
G-52,2649,Qingxian,EEE,Male,4,Team 2
G-52,5385,Phoebe Lim,NIE,Female,4.2,Team 2
G-52,3800,Layla Wong,EEE,Female,3.9,Team 3
G-52,5906,Freddy Martinez,CCDS,Male,04.02,Team 3
G-52,1461,Jin Jian Lim,CoE,Male,4.15,Team 3
G-52,4902,Dongmei,ADM,Female,4.1,Team 3
G-52,1049,Hannah Reed,NIE,Female,4.19,Team 3
G-52,3036,Isaiah Brown,CCDS,Male,3.9,Team 4
G-52,2200,Bethany Zhang,MSE,Female,04.02,Team 4
G-52,3555,Daisy Brown,CCEB,Female,04.06,Team 4
G-52,2248,Kairo Wu,CoE,Male,4.15,Team 4
G-52,1452,Ella Walker,EEE,Female,4.22,Team 4
G-52,1473,Veer Singh,ASE,Male,3.88,Team 5
G-52,1779,Misha Binti Noor,SoH,Female,04.05,Team 5
G-52,3490,Aaliyah Tan,EEE,Female,4.1,Team 5
G-52,2639,Olivia Wu,CCEB,Female,4.11,Team 5
G-52,4518,Chau Tran,CoB (NBS),Male,4.19,Team 5
G-52,2665,Siti Rahman,MAE,Female,3.89,Team 6
G-52,2862,Mingyu,SBS,Female,4,Team 6
G-52,4562,Xiaoyu Zhang,CoB (NBS),Female,04.03,Team 6
G-52,4832,Yuri Cruz,MSE,Male,4,Team 6
G-52,751,Pei Li,WKW SCI,Male,4.52,Team 6
G-52,2806,Yuan Wei,SPMS,Male,4.12,Team 7
G-52,2381,Dylan Scott,CCEB,Male,4,Team 7
G-52,1424,Tania Das,CCDS,Female,3.88,Team 7
G-52,4560,Jasmine Wang,MSE,Female,4.12,Team 7
G-52,3905,Kiera Tan,EEE,Female,4.25,Team 7
G-52,5423,Yasmin Khan,MAE,Female,04.02,Team 8
G-52,4487,Cheng Chen,CoE,Male,04.03,Team 8
G-52,349,Guixiang,CCDS,Female,04.05,Team 8
G-52,1003,Fang Yu,SoH,Female,04.01,Team 8
G-52,2819,Yuan Zhang,EEE,Male,4.25,Team 8
G-52,3797,Aditi Rao,EEE,Female,3.89,Team 9
G-52,2466,Vinny Rivera,MAE,Male,04.08,Team 9
G-52,848,Ruocong,CoB (NBS),Female,04.05,Team 9
G-52,3902,Hazel Lim,ADM,Female,4.1,Team 9
G-52,5431,Han Song Lim,CCEB,Male,4.2,Team 9
G-52,2254,Amara Zhang,CEE,Female,3.89,Team 10
G-52,231,Dylan Chan,EEE,Male,4,Team 10
G-52,2803,Alexis Parker,SPMS,Female,04.06,Team 10
G-52,3083,Lakshmi Iyer,CoB (NBS),Female,4.2,Team 10
G-52,4177,Arvind Nair,MAE,Male,4.17,Team 10
G-53,1103,Grace Walker,MSE,Female,04.02,Team 1
G-53,1570,Lola Martinez,SSS,Female,4.22,Team 1
G-53,5863,Ophelia Harris,EEE,Female,04.06,Team 1
G-53,2348,Kaden Hernandez,CCDS,Male,4.12,Team 1
G-53,5955,John Walker,CoB (NBS),Male,04.02,Team 1
G-53,634,Nathan Ong,CoB (NBS),Male,4.16,Team 2
G-53,3183,Vinny Rivera,LKCMedicine,Male,04.04,Team 2
G-53,4816,Neha Singh,EEE,Female,04.03,Team 2
G-53,5984,Aidan Ong,CCDS,Male,04.03,Team 2
G-53,1365,Chloe Lin,CCEB,Female,4.14,Team 2
G-53,4260,Aihua,CoB (NBS),Female,3.9,Team 3
G-53,1731,Iqra Awan,CCEB,Female,04.09,Team 3
G-53,87,Zhang Li,CoE,Male,4.1,Team 3
G-53,741,Maya Perry,MSE,Female,4.14,Team 3
G-53,3588,Riku Saito,CCDS,Male,4.12,Team 3
G-53,4007,Omar Tan,CCDS,Male,04.05,Team 4
G-53,3754,Tariq Malik,MSE,Male,4.18,Team 4
G-53,2026,Hui Xuan,NIE,Female,4.2,Team 4
G-53,3200,Emily Mitchell,CoB (NBS),Female,3.92,Team 4
G-53,3928,Shahid Hussain,CCEB,Female,04.05,Team 4
G-53,2927,Nash Wong,SoH,Male,3.92,Team 5
G-53,3904,Jessica Wright,CCDS,Female,4.18,Team 5
G-53,730,Sulekha Yadav,MAE,Female,04.06,Team 5
G-53,5014,Fina Rahmawati,EEE,Female,4.1,Team 5
G-53,2415,Ayden Clark,CEE,Male,4.15,Team 5
G-53,4924,Nadia Binti Zain,SSS,Female,4,Team 6
G-53,12,Henry Wood,LKCMedicine,Male,04.09,Team 6
G-53,4325,Samir Patel,ADM,Male,4.15,Team 6
G-53,58,Wira Setiawan,CCDS,Male,4.15,Team 6
G-53,5541,Naina Rani,CoE,Female,04.02,Team 6
G-53,2669,Rina Lim,EEE,Female,4.15,Team 7
G-53,2500,Zhen Zhou,NIE,Male,3.8,Team 7
G-53,5115,Nadia Binti Rahman,CCEB,Female,04.04,Team 7
G-53,3030,Liang Gao,CEE,Male,4.22,Team 7
G-53,4405,Gianna Lopez,CCDS,Female,4.12,Team 7
G-53,1001,Siena Chang,CoB (NBS),Female,3.91,Team 8
G-53,990,Zara Kumar,CCDS,Female,04.08,Team 8
G-53,476,Dylan King,SPMS,Male,04.06,Team 8
G-53,2628,Tanvi Joshi,EEE,Female,04.08,Team 8
G-53,1984,Eli Morales,CCEB,Male,4.22,Team 8
G-53,978,Grayson Lee,EEE,Male,04.02,Team 9
G-53,2396,Nisha Binti,ASE,Female,04.02,Team 9
G-53,1040,Laxmi Joshi,CoB (NBS),Female,04.02,Team 9
G-53,1420,Yao Chen,CCDS,Female,4.12,Team 9
G-53,971,Jae-Won Oh,CCDS,Male,4.2,Team 9
G-53,4959,Jing Xu,EEE,Male,3.89,Team 10
G-53,819,Ashton Yang,WKW SCI,Male,04.06,Team 10
G-53,5281,Finn Ramirez,CCEB,Male,4.18,Team 10
G-53,2354,Lijuan,CCDS,Female,4.15,Team 10
G-53,3652,Hui Xin,SBS,Female,4.1,Team 10
G-54,5430,Sara Lee,CoE,Female,4.11,Team 1
G-54,1178,Derek Tan,CCDS,Male,04.09,Team 1
G-54,4301,Sophie Sanders,SSS,Female,3.87,Team 1
G-54,4955,Isaiah Moore,WKW SCI,Male,4.14,Team 1
G-54,1881,Jing Yu,CoB (NBS),Female,4.27,Team 1
G-54,2621,Malcolm Chen,CCDS,Male,4.18,Team 2
G-54,1997,Bradley Wong,MAE,Male,4.1,Team 2
G-54,4674,Pratiwi Sari,EEE,Female,4.15,Team 2
G-54,2242,Rina Matsumoto,CoB (NBS),Female,4.2,Team 2
G-54,507,Aoi Sakamoto,CCEB,Female,3.88,Team 2
G-54,5547,Jonathan Yang,CCDS,Male,04.03,Team 3
G-54,2740,Talia Lin,CCEB,Female,4.1,Team 3
G-54,617,David Brown,EEE,Male,4.2,Team 3
G-54,3140,Akiko Yamashita,CCDS,Female,4.17,Team 3
G-54,5060,Fariha Malik,CoB (NBS),Female,04.09,Team 3
G-54,5109,Maya Wang,SoH,Female,04.06,Team 4
G-54,5667,Sandeep Sharma,SBS,Male,4.11,Team 4
G-54,2320,Jordan Washington,CEE,Male,4.19,Team 4
G-54,1079,Miranda Wang,ADM,Female,4.15,Team 4
G-54,4335,Aisha Tan,CCDS,Female,04.02,Team 4
G-54,1712,Rohan Joshi,EEE,Male,04.05,Team 5
G-54,1220,Piper Reyes,CoE,Female,4,Team 5
G-54,2424,Tarun Singh,CCDS,Male,4.14,Team 5
G-54,4594,Emma Wang,LKCMedicine,Female,4.15,Team 5
G-54,5831,Zhen Wei,MSE,Female,4.25,Team 5
G-54,2308,Kaira Singh,EEE,Female,04.03,Team 6
G-54,309,Rani Kurnia,ADM,Female,04.05,Team 6
G-54,388,Charlotte Ortiz,CCEB,Female,4.14,Team 6
G-54,5473,Brady Yang,SSS,Male,4.19,Team 6
G-54,4863,Wyatt Cheung,CCDS,Male,4.22,Team 6
G-54,4922,Jameson Cruz,CCDS,Male,4.1,Team 7
G-54,5342,Haley Santos,CCEB,Female,4.2,Team 7
G-54,3121,Muhammad Amir,SPMS,Male,4.15,Team 7
G-54,5353,Siti Zainab,EEE,Female,3.9,Team 7
G-54,4340,Tina Goh,SSS,Female,4.2,Team 7
G-54,2641,Anya Dela Cruz,SoH,Female,04.04,Team 8
G-54,2528,Aariv Patel,EEE,Male,04.04,Team 8
G-54,1483,Yasmine Kwan,CoB (NBS),Female,4.19,Team 8
G-54,4,Zhang Li,SBS,Male,4.25,Team 8
G-54,200,Elya Fitria,CCDS,Female,04.05,Team 8
G-54,833,Aaliyah Sanders,SSS,Female,3.88,Team 9
G-54,3871,Kayla Brooks,CoB (NBS),Female,04.04,Team 9
G-54,2676,Hieu Nguyen,EEE,Male,4.1,Team 9
G-54,3604,Rameez Khan,CCDS,Female,4.19,Team 9
G-54,4584,Yuri Sokolov,WKW SCI,Male,4.17,Team 9
G-54,136,Marcus Turner,SPMS,Male,04.03,Team 10
G-54,756,Yasmin Wong,CoB (NBS),Female,04.03,Team 10
G-54,5137,Lena Tan,EEE,Female,04.02,Team 10
G-54,158,Liam Yang,CCDS,Male,4.12,Team 10
G-54,3739,Nabihah Binti Rahman,SBS,Female,4.73,Team 10
G-55,1571,Isabella Rossellini,CoB (NBS),Female,3.88,Team 1
G-55,1636,Saad Khatri,EEE,Male,04.09,Team 1
G-55,726,Owen Chen,EEE,Male,4.15,Team 1
G-55,3832,Lucas Cox,SPMS,Male,4.15,Team 1
G-55,4152,Ava Chen,MAE,Female,4.2,Team 1
G-55,4965,Ella Robinson,SPMS,Female,3.9,Team 2
G-55,4002,Kye Wu,EEE,Male,4.2,Team 2
G-55,1370,Dylan Ong,SBS,Male,4.11,Team 2
G-55,962,Sushmita Das,MAE,Female,4.15,Team 2
G-55,5660,Connor Murphy,SoH,Male,4.11,Team 2
G-55,4164,Anjali Mehta,EEE,Female,3.85,Team 3
G-55,2837,Xavier Salazar,CCDS,Male,4.12,Team 3
G-55,187,Veronica Zhao,EEE,Female,4.12,Team 3
G-55,3102,Faris Aji,MSE,Male,4.15,Team 3
G-55,755,Fatima Syed,CoB (NBS),Female,4.18,Team 3
G-55,4652,Victor So,EEE,Male,4,Team 4
G-55,2699,Brenda Li,LKCMedicine,Female,04.05,Team 4
G-55,4337,Yuri Salazar,MAE,Male,04.05,Team 4
G-55,5303,Ray Tan,SBS,Male,4.21,Team 4
G-55,4706,Alina Yeo,SoH,Female,4.2,Team 4
G-55,1769,Yusuf Bin Ahmad,SoH,Male,4,Team 5
G-55,694,Clara Wu,CoB (NBS),Female,04.08,Team 5
G-55,3488,Nguyen Thanh Tam,EEE,Female,04.09,Team 5
G-55,5941,Ashok Pillai,ASE,Male,04.09,Team 5
G-55,3764,Hafizah Binti Rahman,CCEB,Female,4.25,Team 5
G-55,3328,Nadia Binti Noor,SBS,Female,4,Team 6
G-55,2175,Deepak Kumar,EEE,Male,04.09,Team 6
G-55,4122,Zain Tran,CoB (NBS),Male,04.02,Team 6
G-55,5314,Dmitry Alekseev,CCDS,Male,4.18,Team 6
G-55,5463,Serena Chen,CoE,Female,4.2,Team 6
G-55,2718,Grace Rogers,SPMS,Female,04.03,Team 7
G-55,1281,Gavin Kim,WKW SCI,Male,4.14,Team 7
G-55,405,Tobias Wu,SoH,Male,4.25,Team 7
G-55,2615,Priya Sharma,EEE,Female,3.95,Team 7
G-55,3955,Thomas Wu,CCDS,Male,04.09,Team 7
G-55,4362,Axel Liu,CoE,Male,04.08,Team 8
G-55,3723,Maya Chang,MAE,Female,4,Team 8
G-55,1204,Vladislav Nikiforov,SoH,Male,04.05,Team 8
G-55,4852,Tessa Bennett,CoB (NBS),Female,4.1,Team 8
G-55,1546,Kieran Villanueva,EEE,Male,4.2,Team 8
G-55,1599,Mason Carter,CoE,Male,04.02,Team 9
G-55,658,Talha Ali,EEE,Male,04.05,Team 9
G-55,3234,Dylan Anderson,SSS,Male,04.05,Team 9
G-55,4817,Xiao Mei,EEE,Female,4.12,Team 9
G-55,364,Nadia Rehman,SoH,Female,4.2,Team 9
G-55,3759,Irfan Bin Mohd,MAE,Male,4,Team 10
G-55,4374,Xavier Lee,EEE,Male,04.06,Team 10
G-55,712,Autumn Powell,SSS,Female,04.05,Team 10
G-55,3814,Ly Nguyen,CCEB,Female,4.17,Team 10
G-55,144,Harlan Wu,CEE,Male,4.2,Team 10
G-56,5795,Ulysses Wong,WKW SCI,Male,3.9,Team 1
G-56,2123,Elsie Ward,CoB (NBS),Female,04.04,Team 1
G-56,803,Wen Lee Tan,EEE,Female,04.05,Team 1
G-56,5238,Yuki Tan,CCEB,Female,4.16,Team 1
G-56,3479,Darren Yeo,CoE,Male,4.12,Team 1
G-56,428,Diana Wong,CoB (NBS),Female,3.89,Team 2
G-56,4267,Aubrey Sanchez,CoE,Female,04.03,Team 2
G-56,2506,Jackson Carter,MAE,Male,04.08,Team 2
G-56,1263,Finn Tan,SBS,Male,4.18,Team 2
G-56,3014,Wei Lin,LKCMedicine,Female,4.15,Team 2
G-56,5949,Kylie Hughes,EEE,Female,3.89,Team 3
G-56,1180,Karla Mendoza,CoB (NBS),Female,04.08,Team 3
G-56,3064,Nguyen Thi An,SPMS,Female,04.06,Team 3
G-56,2493,Rizal Bin Ibrahim,ASE,Male,04.05,Team 3
G-56,3906,Kael Huang,ADM,Male,4.22,Team 3
G-56,1566,Cyrus Liu,CoB (NBS),Male,3.89,Team 4
G-56,3872,Floyd Mendoza,CEE,Male,04.09,Team 4
G-56,5486,Ananya Bansal,CCEB,Female,4.11,Team 4
G-56,4491,Riya Iyer,SoH,Female,4.22,Team 4
G-56,4454,Fengyi,EEE,Female,04.05,Team 4
G-56,5819,Seng Hua Lim,SoH,Male,4.3,Team 5
G-56,3938,Qinwen,CCEB,Female,4.1,Team 5
G-56,4018,Maya Wong,SPMS,Female,3.94,Team 5
G-56,4154,Nguyen Thi Trang,MAE,Female,4,Team 5
G-56,1958,James Turner,EEE,Male,04.08,Team 5
G-56,1494,Yong Chen,CCDS,Male,4.18,Team 6
G-56,3449,Daniel Taylor,SPMS,Male,4.14,Team 6
G-56,387,Olivia Bell,SSS,Female,4,Team 6
G-56,1014,Fay Wong,EEE,Female,04.08,Team 6
G-56,1832,Lai Thi Ngan,CoB (NBS),Female,3.92,Team 6
G-56,4570,Jasper Green,CoE,Male,3.86,Team 7
G-56,2726,Derek Wong,CCDS,Male,04.08,Team 7
G-56,5924,Ashley Castillo,EEE,Female,4.21,Team 7
G-56,710,Yasmine Price,CEE,Female,04.03,Team 7
G-56,1741,Lydia Young,SPMS,Female,4.12,Team 7
G-56,3305,Krishna Kumar,CCEB,Male,3.95,Team 8
G-56,556,Nora Simmons,SBS,Female,04.01,Team 8
G-56,3753,Mei Xuan Lim,CEE,Female,4.1,Team 8
G-56,1485,Natalie Ong,EEE,Female,4.15,Team 8
G-56,4145,Sami Al-Mansoori,CoB (NBS),Male,04.08,Team 8
G-56,4963,Bushra Ali,CoB (NBS),Female,04.05,Team 9
G-56,936,Jasmine Lee,SoH,Female,4,Team 9
G-56,5876,Jackson Cruz,CEE,Male,4.11,Team 9
G-56,2489,Becky Adams,ADM,Female,04.03,Team 9
G-56,910,Jing Lin Tan,NIE,Male,4.2,Team 9
G-56,3129,Keira Tan,CoB (NBS),Female,3.95,Team 10
G-56,5293,Florence Ong,SSS,Female,4.12,Team 10
G-56,3219,Aishwarya Rao,ADM,Female,04.04,Team 10
G-56,1508,Yun Chen,MAE,Male,04.01,Team 10
G-56,2885,Nafisa Iqbal,CCEB,Female,4.22,Team 10
G-57,5306,Harsh Patel,WKW SCI,Male,3.89,Team 1
G-57,1531,Grayson Lee,EEE,Male,04.01,Team 1
G-57,234,Asha Kakade,MAE,Female,04.08,Team 1
G-57,157,Fatimah Omar,SoH,Female,04.03,Team 1
G-57,4395,Lina Zhou,MSE,Female,4.2,Team 1
G-57,2016,Jaxon Hall,MAE,Male,3.9,Team 2
G-57,1110,Riya Nair,CoB (NBS),Female,4,Team 2
G-57,5957,Jude Ong,CCDS,Male,4.12,Team 2
G-57,3134,Soo-Yeon Park,EEE,Female,04.03,Team 2
G-57,5131,Harper Robinson,CCEB,Female,4.2,Team 2
G-57,4950,Aiko Yoshida,CCEB,Female,3.94,Team 3
G-57,4948,Sofia Ng,MAE,Female,04.01,Team 3
G-57,4915,Theo Santos,EEE,Male,04.09,Team 3
G-57,1772,Nina Zhang,MAE,Female,4.18,Team 3
G-57,2408,Leo Santos,CoB (NBS),Male,04.09,Team 3
G-57,2557,Elena Mikhailovna,EEE,Female,3.89,Team 4
G-57,4023,Nina Ali,CCDS,Female,4.22,Team 4
G-57,1849,Savannah Thompson,CCEB,Female,04.02,Team 4
G-57,922,Rajesh Sharma,MAE,Male,04.08,Team 4
G-57,1208,Vivek Iyer,CEE,Male,04.09,Team 4
G-57,2568,Ethan Smith,EEE,Male,3.89,Team 5
G-57,4136,Isha Kapoor,SPMS,Female,04.02,Team 5
G-57,1886,Li Ming,CCEB,Female,04.05,Team 5
G-57,1900,Riku Yamamoto,MAE,Male,4.15,Team 5
G-57,518,Meher Noor,NIE,Female,4.17,Team 5
G-57,1920,Ashok Reddy,NIE,Male,3.95,Team 6
G-57,3940,Kaylee Turner,MAE,Female,04.02,Team 6
G-57,3459,Lola Wu,CCEB,Female,04.06,Team 6
G-57,3486,Soren Liu,CCDS,Male,04.04,Team 6
G-57,1213,Noah Murphy,EEE,Male,4.15,Team 6
G-57,217,Grace Bell,CoB (NBS),Female,04.01,Team 7
G-57,3929,Rhea Kaur,ASE,Female,04.06,Team 7
G-57,5391,Addison Cooper,EEE,Female,04.01,Team 7
G-57,3896,Irfan Bin Zain,NIE,Male,04.02,Team 7
G-57,1467,Oliver Wu,CCDS,Male,4.17,Team 7
G-57,2667,Jin Zhi Lim,SoH,Male,3.9,Team 8
G-57,5354,Maya Bansal,CoE,Female,04.02,Team 8
G-57,646,Ananya Das,SSS,Female,04.08,Team 8
G-57,420,Liang Wei Tan,CCEB,Female,4.2,Team 8
G-57,1755,Saad Khan,CCDS,Male,04.09,Team 8
G-57,4730,Charlotte Chang,CoE,Female,04.04,Team 9
G-57,1703,Matthew Perez,EEE,Male,04.01,Team 9
G-57,1647,Jenna Tan,MAE,Female,4.11,Team 9
G-57,3106,Tobias Li,SBS,Male,4.12,Team 9
G-57,4250,Pooja Reddy,CCDS,Female,04.02,Team 9
G-57,4489,Ritika Das,CCEB,Female,04.03,Team 10
G-57,1935,Yuri Viktorov,ADM,Male,04.05,Team 10
G-57,4936,Sadia Javed,SBS,Female,3.95,Team 10
G-57,1258,William Stewart,CCDS,Male,4.11,Team 10
G-57,4171,Hannah Lee,MAE,Female,4.12,Team 10
G-58,3876,Shalini Reddy,CEE,Female,3.85,Team 1
G-58,2717,Kavya Iyer,CoE,Female,4.14,Team 1
G-58,5021,Indah Tanjung,CoB (NBS),Female,4.1,Team 1
G-58,661,Riyaz Khan,SPMS,Male,4.17,Team 1
G-58,4468,Graham Tsang,EEE,Male,4.23,Team 1
G-58,3071,Lumina Tsai,MSE,Female,3.93,Team 2
G-58,1406,Meera Choudhury,CoB (NBS),Female,04.03,Team 2
G-58,627,Simon Tan,CCDS,Male,4.1,Team 2
G-58,939,Daniel Green,SBS,Male,4.52,Team 2
G-58,5584,Sable Lin,EEE,Female,4.15,Team 2
G-58,5967,Amina Khan,CoB (NBS),Female,04.03,Team 3
G-58,5768,Binh Nguyen,CEE,Male,04.03,Team 3
G-58,3785,Amani Yusof,CCEB,Female,04.02,Team 3
G-58,1106,Tina Yeo,CCDS,Female,4.1,Team 3
G-58,1439,Ryan Zhao,EEE,Male,4.26,Team 3
G-58,1128,Rohit Sharma,MAE,Male,04.01,Team 4
G-58,3653,Scott Santos,CCDS,Male,04.05,Team 4
G-58,152,Maya Khan,CoB (NBS),Female,04.05,Team 4
G-58,5441,Grace Tan,EEE,Female,4.19,Team 4
G-58,4721,Sarita Sharma,CCEB,Female,4.2,Team 4
G-58,4980,Haarika Reddy,EEE,Female,4.15,Team 5
G-58,2682,Eli Martinez,MAE,Male,3.85,Team 5
G-58,2095,Malcolm Yang,CoB (NBS),Male,4.11,Team 5
G-58,4790,Yvette Chan,SoH,Female,4.1,Team 5
G-58,4363,Reina Fujimoto,SSS,Female,4.19,Team 5
G-58,670,Saanvi Sharma,MSE,Female,04.01,Team 6
G-58,3827,Soren Liu,CEE,Male,04.01,Team 6
G-58,1024,Jayden Turner,EEE,Male,04.08,Team 6
G-58,95,Abigail Rodriguez,CCEB,Female,04.02,Team 6
